"name","alpha","id","amount","type","date","origin","full","fy"
"Johanna","Mose",1029,1842,"Recurring Gift",2016-01-13,"small","Johanna Mose","2016"
"Johanna","Mose",1029,82454,"Recurring Gift",2013-01-03,"medium","Johanna Mose","2013"
"Mahlon","Kirt",1030,4084,"Recurring Gift",2011-02-08,"small","Mahlon Kirt","2011"
"Mahlon","Kirt",1030,1387,"Cash",2009-04-27,"small","Mahlon Kirt","2009"
"Clarine","Lou",1031,4927,"Cash",2012-06-19,"small","Clarine Lou","2012"
"Clarine","Lou",1031,3003,"Recurring Gift",2016-12-06,"small","Clarine Lou","2016"
"Jalisa","Angela",1032,4662,"Stock",2010-06-14,"small","Jalisa Angela","2010"
"Florine","Arvin",1033,3863,"Stock",2014-10-02,"small","Florine Arvin","2014"
"Florine","Arvin",1033,1289,"Stock",2011-07-19,"small","Florine Arvin","2011"
"Florine","Arvin",1033,4407,"Recurring Gift",2010-01-16,"small","Florine Arvin","2010"
"Florine","Arvin",1033,4002,"Recurring Gift",2009-06-15,"small","Florine Arvin","2009"
"Florine","Arvin",1033,28988,"Pledge",2015-02-02,"medium","Florine Arvin","2015"
"Rosemary","Randall",1034,1929,"Stock",2012-07-26,"small","Rosemary Randall","2012"
"Rosemary","Randall",1034,2055,"Stock",2018-10-26,"small","Rosemary Randall","2018"
"Krista","Delisa",1035,NA,NA,NA,NA,"Krista Delisa",NA
"Ward","Hezekiah",1036,824,"Stock",2012-06-11,"small","Ward Hezekiah","2012"
"Ward","Hezekiah",1036,554,"Cash",2014-04-22,"small","Ward Hezekiah","2014"
"Ward","Hezekiah",1036,3092,"Stock",2011-12-13,"small","Ward Hezekiah","2011"
"Ward","Hezekiah",1036,68586,"Pledge",2009-09-01,"medium","Ward Hezekiah","2009"
"Ward","Hezekiah",1036,99272,"Cash",2016-02-14,"medium","Ward Hezekiah","2016"
"Ward","Hezekiah",1036,39376,"Cash",2009-09-01,"medium","Ward Hezekiah","2009"
"Wilhelmine","Teagan",1037,2601,"Stock",2017-07-16,"small","Wilhelmine Teagan","2017"
"Wilhelmine","Teagan",1037,2844,"Cash",2012-01-24,"small","Wilhelmine Teagan","2012"
"Wilhelmine","Teagan",1037,3011,"Recurring Gift",2016-07-02,"small","Wilhelmine Teagan","2016"
"Wilhelmine","Teagan",1037,1590,"Stock",2018-11-10,"small","Wilhelmine Teagan","2018"
"Wilhelmine","Teagan",1037,1233,"Recurring Gift",2016-04-04,"small","Wilhelmine Teagan","2016"
"Felecia","Arnaldo",1038,3305,"Stock",2017-02-07,"small","Felecia Arnaldo","2017"
"Felecia","Arnaldo",1038,3458,"Recurring Gift",2010-07-28,"small","Felecia Arnaldo","2010"
"Felecia","Arnaldo",1038,2612,"Stock",2018-10-20,"small","Felecia Arnaldo","2018"
"Felecia","Arnaldo",1038,19371,"Pledge",2013-03-31,"medium","Felecia Arnaldo","2013"
"Felecia","Arnaldo",1038,84675,"Cash",2018-07-31,"medium","Felecia Arnaldo","2018"
"Earline","Blair",1039,NA,NA,NA,NA,"Earline Blair",NA
"Wilma","Jerold",1040,NA,NA,NA,NA,"Wilma Jerold",NA
"Ashely","Abdiel",1041,2307,"Stock",2010-11-05,"small","Ashely Abdiel","2010"
"Ashely","Abdiel",1041,3334,"Stock",2017-06-29,"small","Ashely Abdiel","2017"
"Ashely","Abdiel",1041,4865,"Stock",2009-01-24,"small","Ashely Abdiel","2009"
"Virginia","Maeve",1042,NA,NA,NA,NA,"Virginia Maeve",NA
"Eugene","Terese",1043,2728,"Stock",2012-12-07,"small","Eugene Terese","2012"
"Darcy","Mckayla",1044,1736,"Stock",2016-03-27,"small","Darcy Mckayla","2016"
"Darcy","Mckayla",1044,399,"Stock",2012-07-29,"small","Darcy Mckayla","2012"
"Maudie","Lyn",1045,2834,"Recurring Gift",2013-01-13,"small","Maudie Lyn","2013"
"Maudie","Lyn",1045,3158,"Pledge",2018-11-03,"medium","Maudie Lyn","2018"
"Georgia","Jaunita",1046,2678,"Cash",2014-05-23,"small","Georgia Jaunita","2014"
"Georgia","Jaunita",1046,888,"Cash",2015-09-29,"small","Georgia Jaunita","2015"
"Georgia","Jaunita",1046,2749,"Recurring Gift",2009-12-08,"small","Georgia Jaunita","2009"
"Kaye","Rhett",1047,NA,NA,NA,NA,"Kaye Rhett",NA
"Jalon","Sheldon",1048,4864,"Stock",2012-02-17,"small","Jalon Sheldon","2012"
"Jalon","Sheldon",1048,878,"Cash",2011-12-24,"small","Jalon Sheldon","2011"
"Jalon","Sheldon",1048,167,"Cash",2015-05-11,"small","Jalon Sheldon","2015"
"Jalon","Sheldon",1048,2068,"Cash",2011-10-15,"small","Jalon Sheldon","2011"
"Jalon","Sheldon",1048,1417,"Recurring Gift",2016-01-01,"small","Jalon Sheldon","2016"
"Nicola","Kenia",1049,NA,NA,NA,NA,"Nicola Kenia",NA
"Nila","Adrianne",1050,2590,"Cash",2015-03-05,"small","Nila Adrianne","2015"
"Nila","Adrianne",1050,2919,"Cash",2014-02-20,"small","Nila Adrianne","2014"
"Nila","Adrianne",1050,3524,"Cash",2008-07-28,"small","Nila Adrianne","2008"
"Nila","Adrianne",1050,31569,"Cash",2011-08-07,"medium","Nila Adrianne","2011"
"Javonte","Gearld",1051,4224,"Cash",2013-12-23,"small","Javonte Gearld","2013"
"Lamont","Dillard",1052,335,"Stock",2011-04-07,"small","Lamont Dillard","2011"
"Lamont","Dillard",1052,9671,"Stock",2009-08-21,"medium","Lamont Dillard","2009"
"Kitty","Joesph",1053,2038,"Cash",2018-11-20,"small","Kitty Joesph","2018"
"Kitty","Joesph",1053,4479,"Cash",2013-03-23,"small","Kitty Joesph","2013"
"Kitty","Joesph",1053,2701,"Cash",2010-02-15,"small","Kitty Joesph","2010"
"Troy","Lesley",1054,4366,"Stock",2009-09-07,"small","Troy Lesley","2009"
"Carlos","Melodie",1055,680,"Recurring Gift",2015-08-08,"small","Carlos Melodie","2015"
"Carlos","Melodie",1055,199,"Cash",2016-06-05,"small","Carlos Melodie","2016"
"Carlos","Melodie",1055,2415,"Recurring Gift",2011-02-13,"small","Carlos Melodie","2011"
"Clementina","Daryl",1056,4952,"Cash",2010-05-27,"small","Clementina Daryl","2010"
"Clementina","Daryl",1056,3334,"Recurring Gift",2012-10-28,"small","Clementina Daryl","2012"
"Clementina","Daryl",1056,4274,"Stock",2008-08-03,"medium","Clementina Daryl","2008"
"Bridie","Gary",1057,2581,"Cash",2014-03-19,"small","Bridie Gary","2014"
"Norbert","Jermain",1058,4730,"Recurring Gift",2008-12-14,"small","Norbert Jermain","2008"
"Norbert","Jermain",1058,1393,"Recurring Gift",2016-09-07,"small","Norbert Jermain","2016"
"Norbert","Jermain",1058,1854,"Stock",2015-05-11,"small","Norbert Jermain","2015"
"Tania","Pearl",1059,3867,"Cash",2013-10-17,"small","Tania Pearl","2013"
"Tania","Pearl",1059,86289,"Pledge",2011-08-12,"medium","Tania Pearl","2011"
"Rosa","Vella",1060,3632,"Cash",2017-03-04,"small","Rosa Vella","2017"
"Rosa","Vella",1060,140,"Recurring Gift",2011-04-02,"small","Rosa Vella","2011"
"Rosa","Vella",1060,8,"Stock",2014-09-29,"small","Rosa Vella","2014"
"Marquez","Marlin",1061,510,"Stock",2016-02-18,"small","Marquez Marlin","2016"
"Marquez","Marlin",1061,1939,"Stock",2014-09-16,"small","Marquez Marlin","2014"
"Marquez","Marlin",1061,3437,"Cash",2013-11-26,"small","Marquez Marlin","2013"
"Marquez","Marlin",1061,59968,"Cash",2011-03-21,"medium","Marquez Marlin","2011"
"Hassan","Stevie",1062,1446,"Cash",2009-10-27,"small","Hassan Stevie","2009"
"Leanne","Halle",1063,247,"Recurring Gift",2015-03-27,"small","Leanne Halle","2015"
"Leanne","Halle",1063,2401,"Recurring Gift",2013-11-14,"small","Leanne Halle","2013"
"Leanne","Halle",1063,54689,"Recurring Gift",2016-01-17,"medium","Leanne Halle","2016"
"Dorotha","Tito",1064,913,"Stock",2013-04-17,"small","Dorotha Tito","2013"
"Dorotha","Tito",1064,78985,"Stock",2009-11-17,"medium","Dorotha Tito","2009"
"Darla","Ireland",1065,3607,"Stock",2014-03-11,"small","Darla Ireland","2014"
"Darla","Ireland",1065,4403,"Cash",2012-07-25,"small","Darla Ireland","2012"
"Marge","Najee",1066,353,"Cash",2011-11-28,"small","Marge Najee","2011"
"Marge","Najee",1066,3138,"Stock",2018-12-12,"small","Marge Najee","2018"
"Marge","Najee",1066,3131,"Recurring Gift",2011-03-04,"small","Marge Najee","2011"
"Marge","Najee",1066,3184,"Stock",2015-04-20,"small","Marge Najee","2015"
"Marge","Najee",1066,3535,"Recurring Gift",2013-06-04,"small","Marge Najee","2013"
"Jewell","Lula",1067,4514,"Stock",2017-07-03,"small","Jewell Lula","2017"
"Jewell","Lula",1067,326,"Stock",2009-06-03,"small","Jewell Lula","2009"
"Marcie","Monserrate",1068,2640,"Stock",2016-06-06,"small","Marcie Monserrate","2016"
"Marcie","Monserrate",1068,3154,"Recurring Gift",2011-03-23,"small","Marcie Monserrate","2011"
"Marcie","Monserrate",1068,78406,"Pledge",2011-04-27,"medium","Marcie Monserrate","2011"
"Winton","Grace",1069,2241,"Cash",2008-12-06,"small","Winton Grace","2008"
"Winton","Grace",1069,580,"Cash",2012-09-16,"small","Winton Grace","2012"
"Winton","Grace",1069,2166,"Recurring Gift",2008-10-01,"small","Winton Grace","2008"
"Winton","Grace",1069,4164,"Cash",2017-01-29,"small","Winton Grace","2017"
"Winton","Grace",1069,4099,"Stock",2013-01-03,"small","Winton Grace","2013"
"Jeane","Kaitlin",1070,4436,"Stock",2011-08-17,"small","Jeane Kaitlin","2011"
"Jeane","Kaitlin",1070,2504,"Recurring Gift",2015-04-27,"small","Jeane Kaitlin","2015"
"Kamron","Tennille",1071,38873,"Recurring Gift",2013-05-30,"medium","Kamron Tennille","2013"
"Rohan","Nelda",1072,4805,"Stock",2013-06-06,"small","Rohan Nelda","2013"
"Ramsey","Sabrina",1073,3166,"Recurring Gift",2013-05-10,"small","Ramsey Sabrina","2013"
"Ramsey","Sabrina",1073,983,"Cash",2009-05-08,"small","Ramsey Sabrina","2009"
"Ramsey","Sabrina",1073,1472,"Stock",2008-12-18,"small","Ramsey Sabrina","2008"
"GwendolynHadley","Lynnette",1074,52,"Stock",2010-08-17,"small","GwendolynHadley Lynnette","2010"
"GwendolynHadley","Lynnette",1074,3980,"Cash",2012-09-18,"small","GwendolynHadley Lynnette","2012"
"GwendolynHadley","Lynnette",1074,3236,"Recurring Gift",2010-05-01,"small","GwendolynHadley Lynnette","2010"
"GwendolynHadley","Lynnette",1074,1120,"Cash",2008-08-08,"small","GwendolynHadley Lynnette","2008"
"Jarvis","Alissa",1075,3172,"Cash",2009-12-17,"small","Jarvis Alissa","2009"
"Jarvis","Alissa",1075,1088,"Stock",2014-12-25,"small","Jarvis Alissa","2014"
"Jarvis","Alissa",1075,3208,"Cash",2013-03-04,"small","Jarvis Alissa","2013"
"Jarvis","Alissa",1075,1611,"Stock",2008-12-17,"small","Jarvis Alissa","2008"
"Jarvis","Alissa",1075,4854,"Stock",2017-10-26,"small","Jarvis Alissa","2017"
"Jarvis","Alissa",1075,47761,"Recurring Gift",2009-02-21,"medium","Jarvis Alissa","2009"
"Macy","Noemi",1076,3394,"Cash",2008-08-17,"small","Macy Noemi","2008"
"Macy","Noemi",1076,1016,"Recurring Gift",2016-09-16,"small","Macy Noemi","2016"
"Macy","Noemi",1076,4584,"Cash",2011-02-21,"small","Macy Noemi","2011"
"Macy","Noemi",1076,2802,"Recurring Gift",2010-09-16,"small","Macy Noemi","2010"
"Macy","Noemi",1076,1429,"Cash",2009-12-10,"small","Macy Noemi","2009"
"Amelia","Ronna",1077,4594,"Recurring Gift",2011-08-07,"small","Amelia Ronna","2011"
"Amelia","Ronna",1077,616,"Recurring Gift",2017-02-21,"small","Amelia Ronna","2017"
"Amelia","Ronna",1077,11642,"Recurring Gift",2014-02-10,"medium","Amelia Ronna","2014"
"Erin","Orval",1078,2120,"Recurring Gift",2012-12-23,"small","Erin Orval","2012"
"Erin","Orval",1078,80488,"Recurring Gift",2017-07-25,"medium","Erin Orval","2017"
"Daron","Donavan",1079,107,"Stock",2011-06-30,"small","Daron Donavan","2011"
"Kaden","Kelsey",1080,4293,"Recurring Gift",2009-03-01,"small","Kaden Kelsey","2009"
"Octavia","Lloyd",1081,2006,"Stock",2017-05-10,"small","Octavia Lloyd","2017"
"Storm","Tammi",1082,2990,"Stock",2013-02-21,"small","Storm Tammi","2013"
"Storm","Tammi",1082,1232,"Recurring Gift",2012-02-05,"small","Storm Tammi","2012"
"Storm","Tammi",1082,1538,"Stock",2017-08-18,"small","Storm Tammi","2017"
"Maybell","Debra",1083,2231,"Stock",2015-03-07,"small","Maybell Debra","2015"
"Maybell","Debra",1083,757,"Cash",2017-08-11,"small","Maybell Debra","2017"
"Maybell","Debra",1083,81149,"Stock",2016-05-27,"medium","Maybell Debra","2016"
"Traci","Kelly",1084,2106,"Recurring Gift",2014-11-13,"small","Traci Kelly","2014"
"Traci","Kelly",1084,2892,"Stock",2018-10-25,"small","Traci Kelly","2018"
"Traci","Kelly",1084,4473,"Cash",2011-04-18,"small","Traci Kelly","2011"
"Traci","Kelly",1084,629,"Stock",2008-08-21,"small","Traci Kelly","2008"
"Traci","Kelly",1084,4003,"Recurring Gift",2010-02-11,"small","Traci Kelly","2010"
"Violet","Darrian",1085,3561,"Cash",2016-08-22,"small","Violet Darrian","2016"
"Violet","Darrian",1085,4065,"Stock",2018-09-06,"small","Violet Darrian","2018"
"Jose","Tressie",1086,384,"Stock",2013-06-25,"small","Jose Tressie","2013"
"Jose","Tressie",1086,15140,"Cash",2017-12-19,"medium","Jose Tressie","2017"
"Julianna","Jewel",1087,4780,"Stock",2015-08-17,"small","Julianna Jewel","2015"
"Julianna","Jewel",1087,3143,"Recurring Gift",2018-06-26,"small","Julianna Jewel","2018"
"Julianna","Jewel",1087,2409,"Cash",2015-01-01,"small","Julianna Jewel","2015"
"Nathan","Gillian",1088,1785,"Cash",2008-07-26,"small","Nathan Gillian","2008"
"Adaline","Ciara",1089,182,"Recurring Gift",2010-09-13,"small","Adaline Ciara","2010"
"Adaline","Ciara",1089,553,"Cash",2011-02-25,"small","Adaline Ciara","2011"
"Verdie","Luann",1090,NA,NA,NA,NA,"Verdie Luann",NA
"Idella","Myah",1091,1606,"Recurring Gift",2018-07-11,"small","Idella Myah","2018"
"LynwoodMac","Emma",1092,2508,"Stock",2010-09-17,"small","LynwoodMac Emma","2010"
"LynwoodMac","Emma",1092,4304,"Cash",2011-02-22,"small","LynwoodMac Emma","2011"
"LynwoodMac","Emma",1092,4013,"Cash",2009-11-16,"small","LynwoodMac Emma","2009"
"LynwoodMac","Emma",1092,938,"Cash",2012-03-07,"small","LynwoodMac Emma","2012"
"Mellissa","Billie",1093,511,"Stock",2015-01-06,"small","Mellissa Billie","2015"
"Mellissa","Billie",1093,760,"Recurring Gift",2010-12-25,"small","Mellissa Billie","2010"
"Laurie","Keri",1094,2614,"Cash",2016-04-22,"small","Laurie Keri","2016"
"Glenna","Gunner",1095,2929,"Stock",2018-02-20,"small","Glenna Gunner","2018"
"Glenna","Gunner",1095,278,"Recurring Gift",2017-08-16,"small","Glenna Gunner","2017"
"Glenna","Gunner",1095,1596,"Recurring Gift",2015-05-24,"small","Glenna Gunner","2015"
"Glenna","Gunner",1095,7028,"Stock",2016-12-01,"medium","Glenna Gunner","2016"
"Ira","Latasha",1096,3124,"Recurring Gift",2010-12-20,"small","Ira Latasha","2010"
"Ira","Latasha",1096,4441,"Cash",2013-11-30,"small","Ira Latasha","2013"
"Ira","Latasha",1096,1866,"Cash",2018-01-11,"small","Ira Latasha","2018"
"Quinn","Destini",1097,4427,"Cash",2013-11-10,"small","Quinn Destini","2013"
"Cathrine","Willy",1098,4793,"Stock",2014-04-23,"small","Cathrine Willy","2014"
"Cathrine","Willy",1098,4994,"Cash",2015-06-28,"small","Cathrine Willy","2015"
"Cathrine","Willy",1098,4346,"Cash",2015-10-03,"small","Cathrine Willy","2015"
"Cathrine","Willy",1098,896,"Cash",2017-04-03,"small","Cathrine Willy","2017"
"Cathrine","Willy",1098,72000,"Stock",2018-11-20,"medium","Cathrine Willy","2018"
"Tanesha","Maci",1099,88804,"Cash",2009-02-07,"medium","Tanesha Maci","2009"
"Jalon","Lizbeth",1100,366,"Stock",2015-06-27,"small","Jalon Lizbeth","2015"
"Otilia","Katherine",1101,968,"Cash",2008-07-30,"small","Otilia Katherine","2008"
"Otilia","Katherine",1101,52,"Recurring Gift",2017-01-27,"small","Otilia Katherine","2017"
"Otilia","Katherine",1101,2025,"Stock",2017-04-09,"small","Otilia Katherine","2017"
"Otilia","Katherine",1101,1007,"Recurring Gift",2011-10-17,"small","Otilia Katherine","2011"
"Griselda","Shara",1102,3379,"Stock",2015-08-22,"small","Griselda Shara","2015"
"Ellis","Mervin",1103,1816,"Cash",2011-01-30,"small","Ellis Mervin","2011"
"Ellis","Mervin",1103,2414,"Stock",2013-10-16,"small","Ellis Mervin","2013"
"Ellis","Mervin",1103,143,"Stock",2011-12-07,"small","Ellis Mervin","2011"
"Darnell","Benton",1104,7444,"Cash",2010-02-17,"medium","Darnell Benton","2010"
"Minerva","Andrew",1105,4948,"Cash",2018-08-04,"small","Minerva Andrew","2018"
"Minerva","Andrew",1105,169,"Cash",2016-03-09,"small","Minerva Andrew","2016"
"Minerva","Andrew",1105,3403,"Stock",2010-11-16,"small","Minerva Andrew","2010"
"Luella","Maxie",1106,4991,"Recurring Gift",2008-09-28,"small","Luella Maxie","2008"
"Luella","Maxie",1106,4839,"Cash",2011-09-24,"small","Luella Maxie","2011"
"Luella","Maxie",1106,2864,"Recurring Gift",2008-09-27,"small","Luella Maxie","2008"
"Luella","Maxie",1106,4253,"Cash",2017-05-30,"small","Luella Maxie","2017"
"Luella","Maxie",1106,78985,"Cash",2013-08-14,"medium","Luella Maxie","2013"
"Jean","Exie",1107,15,"Cash",2009-02-11,"small","Jean Exie","2009"
"Heather","Katina",1108,4583,"Cash",2011-04-17,"small","Heather Katina","2011"
"Gladyce","Kaylah",1109,325,"Recurring Gift",2008-07-24,"small","Gladyce Kaylah","2008"
"Gladyce","Kaylah",1109,48540,"Cash",2009-01-19,"medium","Gladyce Kaylah","2009"
"Ilene","Reyna",1110,3755,"Cash",2013-08-07,"small","Ilene Reyna","2013"
"Jarred","Devon",1111,3495,"Cash",2015-03-12,"small","Jarred Devon","2015"
"Jarred","Devon",1111,1179,"Recurring Gift",2017-12-30,"small","Jarred Devon","2017"
"Ashleigh","Shay",1112,4248,"Cash",2010-11-17,"small","Ashleigh Shay","2010"
"Ashleigh","Shay",1112,481,"Recurring Gift",2010-04-24,"small","Ashleigh Shay","2010"
"Ashleigh","Shay",1112,449,"Cash",2015-05-04,"small","Ashleigh Shay","2015"
"Griselda","Glynis",1113,3312,"Cash",2017-02-20,"small","Griselda Glynis","2017"
"Griselda","Glynis",1113,2873,"Recurring Gift",2015-08-01,"small","Griselda Glynis","2015"
"Griselda","Glynis",1113,62605,"Recurring Gift",2015-01-09,"medium","Griselda Glynis","2015"
"Mariel","Icie",1114,4238,"Cash",2010-06-08,"small","Mariel Icie","2010"
"Mariel","Icie",1114,904,"Stock",2012-06-20,"small","Mariel Icie","2012"
"Mariel","Icie",1114,40753,"Pledge",2016-11-24,"medium","Mariel Icie","2016"
"Rosalee","Giles",1115,4234,"Cash",2008-09-09,"small","Rosalee Giles","2008"
"Rosalee","Giles",1115,1857,"Cash",2011-02-26,"small","Rosalee Giles","2011"
"Rosalee","Giles",1115,285,"Recurring Gift",2015-08-25,"small","Rosalee Giles","2015"
"Rosalee","Giles",1115,3960,"Cash",2014-04-11,"small","Rosalee Giles","2014"
"Rosalee","Giles",1115,49201,"Cash",2012-04-29,"medium","Rosalee Giles","2012"
"Domingo","Reggie",1116,3575,"Stock",2014-10-03,"small","Domingo Reggie","2014"
"Raphael","Rylee",1117,4941,"Stock",2010-04-02,"small","Raphael Rylee","2010"
"Raphael","Rylee",1117,4879,"Recurring Gift",2011-12-02,"small","Raphael Rylee","2011"
"Tiffani","Madison",1118,1810,"Stock",2013-10-23,"small","Tiffani Madison","2013"
"Luigi","Arline",1119,905,"Stock",2018-02-20,"small","Luigi Arline","2018"
"Luigi","Arline",1119,4668,"Recurring Gift",2009-08-23,"small","Luigi Arline","2009"
"Georgianna","Smith",1120,3010,"Cash",2009-07-06,"small","Georgianna Smith","2009"
"Daren","Oscar",1121,1894,"Stock",2015-03-24,"small","Daren Oscar","2015"
"Daren","Oscar",1121,1160,"Cash",2018-08-12,"small","Daren Oscar","2018"
"Daren","Oscar",1121,913,"Cash",2010-02-20,"small","Daren Oscar","2010"
"Daren","Oscar",1121,38335,"Recurring Gift",2010-09-24,"medium","Daren Oscar","2010"
"Garland","Arlie",1122,4926,"Recurring Gift",2015-08-25,"small","Garland Arlie","2015"
"Garland","Arlie",1122,3404,"Stock",2009-10-06,"small","Garland Arlie","2009"
"Garland","Arlie",1122,1017,"Cash",2014-01-16,"small","Garland Arlie","2014"
"Garland","Arlie",1122,1169,"Cash",2013-11-21,"small","Garland Arlie","2013"
"Rose","Andrew",1123,403,"Stock",2016-03-04,"small","Rose Andrew","2016"
"Rose","Andrew",1123,3116,"Recurring Gift",2016-11-22,"small","Rose Andrew","2016"
"Jeanne","Jasmine",1124,4610,"Recurring Gift",2013-03-03,"small","Jeanne Jasmine","2013"
"Lashonda","Skyler",1125,4418,"Stock",2010-05-21,"small","Lashonda Skyler","2010"
"Lashonda","Skyler",1125,2006,"Recurring Gift",2018-09-01,"small","Lashonda Skyler","2018"
"Alvis","Yasmine",1126,2692,"Recurring Gift",2018-03-25,"small","Alvis Yasmine","2018"
"Alvis","Yasmine",1126,2335,"Cash",2015-09-09,"small","Alvis Yasmine","2015"
"Alvis","Yasmine",1126,75291,"Recurring Gift",2012-11-09,"medium","Alvis Yasmine","2012"
"Alvis","Yasmine",1126,9298,"Pledge",2009-05-15,"medium","Alvis Yasmine","2009"
"Warner","Abigail",1127,624,"Cash",2015-01-31,"small","Warner Abigail","2015"
"Ty","Lily",1128,1577,"Recurring Gift",2011-12-26,"small","Ty Lily","2011"
"Ty","Lily",1128,2919,"Recurring Gift",2013-01-03,"small","Ty Lily","2013"
"Sunny","Stanford",1129,1765,"Cash",2013-10-15,"small","Sunny Stanford","2013"
"Sunny","Stanford",1129,4601,"Recurring Gift",2011-04-03,"small","Sunny Stanford","2011"
"Sunny","Stanford",1129,45921,"Recurring Gift",2012-02-06,"medium","Sunny Stanford","2012"
"Jackie","Linnea",1130,NA,NA,NA,NA,"Jackie Linnea",NA
"Tiara","Freddy",1131,1762,"Recurring Gift",2013-03-17,"small","Tiara Freddy","2013"
"Fleta","Kerwin",1132,4189,"Recurring Gift",2016-04-17,"small","Fleta Kerwin","2016"
"Fleta","Kerwin",1132,184,"Stock",2017-09-08,"small","Fleta Kerwin","2017"
"Fleta","Kerwin",1132,597,"Recurring Gift",2009-10-03,"small","Fleta Kerwin","2009"
"Fleta","Kerwin",1132,5132,"Recurring Gift",2014-12-07,"medium","Fleta Kerwin","2014"
"Horace","Jovita",1133,4779,"Recurring Gift",2011-04-16,"small","Horace Jovita","2011"
"Horace","Jovita",1133,3530,"Cash",2016-12-24,"small","Horace Jovita","2016"
"Sergio","Rosita",1134,430,"Stock",2010-11-08,"small","Sergio Rosita","2010"
"Sergio","Rosita",1134,2274,"Stock",2008-09-07,"small","Sergio Rosita","2008"
"Yahaira","Daria",1135,1368,"Recurring Gift",2017-09-28,"small","Yahaira Daria","2017"
"Belinda","Theda",1136,NA,NA,NA,NA,"Belinda Theda",NA
"Bert","Dinah",1137,1247,"Recurring Gift",2012-04-22,"small","Bert Dinah","2012"
"Willard","Doloris",1138,648,"Cash",2009-07-18,"small","Willard Doloris","2009"
"Loraine","Justine",1139,2976,"Recurring Gift",2015-08-26,"small","Loraine Justine","2015"
"Kylan","Presley",1140,4061,"Recurring Gift",2013-03-24,"small","Kylan Presley","2013"
"Kylan","Presley",1140,3013,"Recurring Gift",2017-12-30,"small","Kylan Presley","2017"
"Kristy","Ally",1141,NA,NA,NA,NA,"Kristy Ally",NA
"Clarence","Barney",1142,1374,"Cash",2014-02-21,"small","Clarence Barney","2014"
"Clarence","Barney",1142,867,"Cash",2016-05-26,"small","Clarence Barney","2016"
"Clarence","Barney",1142,3054,"Cash",2018-08-27,"small","Clarence Barney","2018"
"Clarence","Barney",1142,4137,"Stock",2014-11-21,"small","Clarence Barney","2014"
"Kenyatta","Yoshiko",1143,707,"Cash",2016-07-01,"small","Kenyatta Yoshiko","2016"
"Hildred","Angie",1144,NA,NA,NA,NA,"Hildred Angie",NA
"James","Gerold",1145,NA,NA,NA,NA,"James Gerold",NA
"Danelle","Tate",1146,NA,NA,NA,NA,"Danelle Tate",NA
"Hamza","Adolf",1147,954,"Recurring Gift",2010-01-07,"small","Hamza Adolf","2010"
"Zackary","Tiera",1148,793,"Cash",2017-05-01,"small","Zackary Tiera","2017"
"Maximilian","Pearline",1149,223,"Recurring Gift",2010-10-19,"small","Maximilian Pearline","2010"
"Maximilian","Pearline",1149,3271,"Stock",2016-02-07,"small","Maximilian Pearline","2016"
"Maximilian","Pearline",1149,3089,"Cash",2014-10-12,"small","Maximilian Pearline","2014"
"Maximilian","Pearline",1149,47359,"Pledge",2017-04-18,"medium","Maximilian Pearline","2017"
"Maximilian","Pearline",1149,71043,"Cash",2011-08-29,"medium","Maximilian Pearline","2011"
"Tevin","Jensen",1150,2649,"Stock",2013-11-01,"small","Tevin Jensen","2013"
"Tevin","Jensen",1150,164,"Stock",2017-11-18,"small","Tevin Jensen","2017"
"Giovanny","Dovie",1151,3979,"Stock",2010-05-13,"small","Giovanny Dovie","2010"
"Giovanny","Dovie",1151,3472,"Cash",2011-06-16,"small","Giovanny Dovie","2011"
"Giovanny","Dovie",1151,2753,"Recurring Gift",2016-08-26,"small","Giovanny Dovie","2016"
"Freeda","Payton",1152,4188,"Cash",2015-05-22,"small","Freeda Payton","2015"
"Freeda","Payton",1152,4478,"Stock",2016-12-13,"small","Freeda Payton","2016"
"Freeda","Payton",1152,71357,"Stock",2011-12-31,"medium","Freeda Payton","2011"
"Shanon","Kay",1153,730,"Cash",2015-11-03,"small","Shanon Kay","2015"
"Shanon","Kay",1153,10816,"Recurring Gift",2009-01-01,"medium","Shanon Kay","2009"
"Crystal","Eldora",1154,3928,"Recurring Gift",2018-05-08,"small","Crystal Eldora","2018"
"Crystal","Eldora",1154,3064,"Stock",2018-10-01,"small","Crystal Eldora","2018"
"Colleen","Rickie",1155,2203,"Recurring Gift",2009-12-12,"small","Colleen Rickie","2009"
"Colleen","Rickie",1155,2102,"Stock",2014-03-31,"small","Colleen Rickie","2014"
"Colleen","Rickie",1155,4025,"Stock",2013-01-08,"small","Colleen Rickie","2013"
"Colleen","Rickie",1155,2729,"Recurring Gift",2016-08-12,"small","Colleen Rickie","2016"
"Colleen","Rickie",1155,32110,"Cash",2018-12-23,"medium","Colleen Rickie","2018"
"Roxann","Cheri",1156,NA,NA,NA,NA,"Roxann Cheri",NA
"Percival","Ida",1157,430,"Cash",2017-02-10,"small","Percival Ida","2017"
"Linnie","Neil",1158,3103,"Cash",2009-02-12,"small","Linnie Neil","2009"
"Linnie","Neil",1158,3145,"Cash",2018-06-12,"small","Linnie Neil","2018"
"Linnie","Neil",1158,3281,"Recurring Gift",2017-05-20,"small","Linnie Neil","2017"
"Sylvester","Kameron",1159,2998,"Cash",2018-03-29,"small","Sylvester Kameron","2018"
"Sylvester","Kameron",1159,1611,"Cash",2014-07-04,"small","Sylvester Kameron","2014"
